Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
25.330	0.93	1.95	-13.04	-0.03	0.24	0.08
25.358	9.33	0.80	-9.74	0.05	0.03	0.06
25.384	7.81	1.41	-8.35	0.15	-0.06	0.09
25.412	7.13	-0.06	-9.61	0.03	-0.03	0.06
25.439	7.57	1.29	-8.75	-0.01	0.03	0.07
25.466	5.70	-0.17	-10.57	0.08	0.07	0.17
25.493	5.29	-0.57	-9.48	-0.05	-0.07	-0.17
25.521	6.48	1.04	-9.26	0.01	0.00	0.05
25.547	5.80	0.82	-9.34	-0.01	0.01	-0.09
25.578	5.77	0.93	-9.17	-0.04	0.02	0.04
25.605	2.25	1.59	-9.40	-0.03	-0.21	-0.07
25.632	0.48	1.01	-9.57	0.06	-0.05	-0.00
25.659	-5.51	-6.94	-9.76	-0.07	-0.36	-0.29
25.687	-2.74	3.66	-7.30	-0.11	-0.08	0.01
25.714	-6.81	0.14	-7.24	-0.05	-0.10	0.03
25.741	-3.61	-1.64	-9.49	-0.23	0.09	0.00
25.768	-5.50	1.31	-9.40	-0.09	0.03	-0.16
25.801	-3.68	-1.79	-9.85	-0.09	-0.01	0.17
25.829	-6.73	-1.48	-11.17	-0.09	0.09	0.07
25.856	-3.23	-0.68	-12.25	0.16	-0.09	0.11
25.883	-3.60	1.88	-10.08	-0.27	0.00	-0.09
25.910	0.73	1.01	-8.47	0.09	0.00	-0.04
25.940	0.97	-1.34	-10.39	-0.11	0.03	-0.09
25.967	3.98	2.72	-10.60	0.17	-0.03	-0.10
25.995	1.84	1.34	-8.81	0.01	0.09	0.01
26.021	-0.38	-0.29	-8.82	-0.03	-0.25	0.16
26.049	1.69	2.09	-9.88	-0.20	0.06	0.08
26.076	-0.78	2.05	-8.32	0.10	-0.02	0.04
26.103	-0.80	-1.19	-7.97	-0.15	-0.01	0.08
26.130	2.84	3.78	-10.28	0.31	0.01	-0.04
26.158	0.55	0.83	-10.78	0.04	0.07	0.19
26.185	0.26	-0.06	-8.91	-0.02	0.13	0.10
26.212	1.12	1.85	-11.26	-0.07	-0.08	0.00
26.240	-1.21	-1.33	-9.45	-0.08	0.24	0.09
26.269	-4.01	-0.14	-8.81	-0.19	0.17	0.01
26.297	4.91	3.38	-10.19	0.52	-0.03	0.27
26.323	1.80	0.97	-9.93	0.05	0.00	0.02
26.351	-0.90	1.91	-9.56	0.12	0.08	0.02
26.378	2.45	0.73	-10.72	-0.02	-0.10	-0.00
26.405	3.07	2.91	-10.28	0.07	-0.01	-0.03
26.432	-0.76	4.30	-6.91	-0.01	-0.03	-0.07
26.460	0.83	-2.33	-9.36	0.27	-0.14	0.18
26.486	0.05	-0.50	-11.26	-0.09	-0.08	0.09
26.514	2.86	-2.96	-10.31	-0.05	0.04	0.06
26.542	0.46	0.42	-9.07	-0.01	-0.01	-0.10
26.568	1.11	0.04	-13.15	0.09	0.05	-0.07
26.596	-1.24	3.15	-9.66	0.20	0.05	0.04
26.626	-3.00	-1.03	-9.45	-0.10	0.00	-0.10
26.653	-0.60	-0.40	-9.27	-0.03	-0.07	0.09
26.680	4.76	-0.67	-9.09	-0.08	0.01	0.05
26.707	2.78	2.78	-7.38	0.05	-0.06	-0.07
26.734	1.82	1.33	-9.71	-0.13	-0.08	-0.09
26.762	2.84	2.09	-10.00	0.12	0.03	-0.05
26.788	2.59	0.29	-10.36	-0.04	0.03	-0.02
26.816	1.08	-0.62	-7.43	-0.01	0.00	-0.01
26.844	2.18	2.65	-11.85	-0.08	-0.04	0.05
26.870	-0.85	2.18	-11.97	-0.03	0.01	-0.01
26.898	-1.79	0.20	-10.87	-0.16	0.09	-0.02
26.942	-1.44	-0.43	-10.59	-0.03	0.15	0.03
26.970	0.53	1.83	-7.48	0.03	-0.01	0.06
26.994	0.57	2.46	-10.37	-0.19	0.07	-0.12
27.021	2.37	1.19	-7.34	0.00	0.07	-0.04
27.048	3.01	-1.09	-9.71	-0.05	-0.17	0.03
27.075	2.65	1.50	-11.99	0.17	0.14	0.03
27.103	1.44	1.73	-8.45	-0.08	0.03	-0.07
27.129	-0.86	-0.51	-8.04	-0.02	0.09	0.02
27.157	2.69	4.05	-11.24	0.02	0.03	-0.00
27.185	-0.09	0.10	-7.30	-0.14	0.15	-0.03
27.211	3.53	-0.83	-10.00	0.05	-0.25	0.00
27.239	8.99	2.43	-9.12	0.23	0.28	0.11
27.266	4.45	-0.15	-7.41	0.09	-0.02	0.12
27.293	4.57	1.55	-9.94	0.01	-0.12	0.16
27.323	3.12	2.03	-9.45	0.03	-0.03	0.08
27.350	1.46	0.11	-9.61	-0.12	0.01	-0.03
27.377	2.29	0.85	-9.94	0.07	-0.13	0.24
27.404	2.62	2.16	-10.24	-0.10	0.00	-0.00
27.431	-0.67	-4.06	-9.54	-0.06	-0.18	0.16
27.459	-4.45	4.08	-10.37	-0.08	0.10	-0.19
27.486	-1.72	0.48	-9.01	0.22	0.14	0.15
27.513	2.27	2.08	-10.12	0.07	-0.03	0.19
27.540	0.87	2.33	-9.91	0.02	-0.05	-0.28
27.568	0.46	1.79	-12.80	-0.07	-0.06	-0.48
27.595	0.44	1.45	-8.88	-0.01	0.16	-0.49
27.622	1.10	-1.47	-12.28	-0.04	0.04	-0.68
27.650	2.26	1.57	-8.26	0.14	0.04	-0.63
27.679	-0.96	-0.93	-9.13	0.13	0.09	-0.66
27.707	2.07	4.97	-9.52	0.14	-0.09	-0.58
27.734	1.20	0.38	-9.95	-0.05	0.00	-0.77
27.761	2.42	1.38	-10.03	0.05	0.10	-0.94
27.788	1.27	-0.27	-9.06	0.23	0.11	-0.92
27.815	1.05	0.10	-9.77	0.13	0.11	-0.90
27.842	0.96	1.60	-9.88	0.06	0.00	-0.97
27.870	-0.55	2.54	-10.54	0.20	0.28	-0.91
27.897	1.99	4.16	-10.90	0.06	0.08	-1.18
27.924	0.09	-0.17	-9.68	0.07	0.01	-1.20
27.952	3.05	2.91	-10.93	0.18	0.17	-1.11
27.978	1.01	1.13	-7.87	0.17	0.02	-1.36
28.006	1.42	0.13	-9.40	0.09	0.01	-1.27
28.042	1.13	0.96	-10.20	0.10	0.16	-1.16
28.068	2.15	2.61	-7.94	0.18	0.03	-1.26
28.096	4.13	1.54	-11.17	0.12	-0.06	-1.34
28.124	1.99	-0.86	-9.14	0.20	0.04	-1.11
28.150	1.31	1.17	-10.34	0.10	0.11	-1.10
28.178	2.80	0.37	-9.31	0.17	0.10	-1.28
28.205	0.89	-0.15	-7.59	0.21	0.27	-1.13
28.232	1.23	1.95	-9.52	0.10	0.01	-1.18
28.259	2.74	2.45	-8.85	-0.15	0.17	-1.19
28.286	5.28	4.88	-9.75	0.10	0.08	-1.03
28.313	2.20	-1.33	-10.52	0.29	0.09	-0.61
28.341	3.80	-1.54	-9.59	-0.05	0.01	-0.71
28.368	3.91	-0.17	-9.03	-0.01	0.15	-0.45
28.398	4.26	0.57	-10.31	0.12	-0.09	-0.21
28.426	2.74	0.42	-8.27	0.03	0.01	-0.33
28.452	8.25	5.93	-10.02	0.03	-0.01	-0.18
28.480	5.75	1.19	-7.53	-0.04	0.10	-0.14
28.507	9.18	4.14	-6.72	-0.02	0.11	-0.28
28.534	4.71	0.68	-9.32	0.14	-0.04	-0.20
28.562	3.84	0.95	-10.65	-0.05	0.01	-0.26
28.589	5.16	1.31	-9.04	0.24	0.04	-0.33
28.616	3.10	-0.82	-9.84	0.02	-0.15	-0.42
28.643	1.67	0.95	-11.28	-0.03	0.08	-0.54
28.670	1.06	-0.71	-10.59	0.19	0.03	-0.36
28.697	1.16	0.70	-9.34	0.08	0.01	-0.60
28.728	0.28	-0.30	-10.31	0.16	0.21	-0.66
28.754	-0.73	0.62	-10.07	0.07	-0.01	-0.63
28.782	1.40	-0.30	-10.31	0.00	0.00	-0.61
28.810	1.20	1.52	-9.42	0.18	0.07	-0.54
28.836	1.16	-1.16	-9.94	0.00	0.12	-0.48
28.864	1.17	0.06	-9.91	0.03	-0.04	-0.63
28.891	-0.27	0.09	-12.21	0.12	0.11	-0.65
28.918	0.70	-0.51	-9.84	0.04	0.12	-0.60
28.945	0.74	0.26	-9.10	0.11	-0.09	-0.73
28.973	0.88	-0.02	-9.47	0.06	-0.07	-0.55
28.999	1.54	0.69	-10.25	0.13	0.01	-0.59
29.027	0.33	0.48	-9.73	0.07	0.05	-0.67
29.053	1.44	1.48	-8.93	0.04	-0.00	-0.71
29.084	0.50	-0.68	-10.54	0.04	-0.00	-0.58
29.111	0.34	0.81	-9.50	0.13	0.06	-0.47
29.138	0.86	-0.45	-10.03	0.03	0.04	-0.65
29.182	0.44	-0.69	-9.01	0.04	-0.01	-0.76
29.209	-0.32	0.32	-10.56	0.07	0.05	-0.59
29.237	0.78	0.41	-8.80	0.07	0.00	-0.72
29.263	1.26	-0.42	-10.47	-0.04	0.07	-0.70
29.291	-0.04	1.01	-7.27	0.03	-0.15	-0.64
29.319	3.02	0.74	-10.88	0.15	0.07	-0.61
29.345	1.51	-0.91	-8.54	0.05	-0.04	-0.71
29.373	1.75	1.11	-8.82	-0.01	0.09	-0.63
29.400	3.10	1.31	-9.17	0.23	0.04	-0.62
29.427	-0.17	-0.37	-10.64	0.19	-0.05	-0.66
29.458	0.01	-0.74	-7.59	0.05	0.05	-0.50
29.485	0.14	0.09	-9.89	0.05	-0.02	-0.53
29.512	1.62	1.70	-10.24	-0.01	0.14	-0.58
29.539	-0.90	-0.68	-9.14	0.07	0.04	-0.56
29.566	2.04	0.80	-9.52	-0.03	0.14	-0.50
29.593	0.73	0.87	-8.65	0.08	0.02	-0.65
29.621	0.92	0.68	-9.97	0.06	-0.00	-0.54
29.647	1.42	1.15	-9.74	-0.09	-0.06	-0.54
29.675	-0.06	-0.56	-9.69	0.17	0.11	-0.36
29.702	1.73	0.39	-9.27	0.01	0.11	-0.40
29.729	2.41	0.49	-9.82	0.11	-0.02	-0.44
29.757	1.82	1.08	-9.68	0.08	-0.16	-0.42
29.787	0.65	-0.93	-10.59	-0.02	0.05	-0.48
29.813	1.67	-1.12	-9.58	0.14	0.03	-0.37
29.841	0.52	0.58	-8.78	0.02	0.03	-0.53
29.868	3.46	-0.80	-9.34	0.00	0.04	-0.42
29.895	0.47	-1.11	-8.66	-0.03	0.20	-0.53
29.923	-0.38	0.45	-10.94	0.11	-0.02	-0.48
29.949	-0.67	-1.37	-10.00	-0.04	0.11	-0.48
29.977	0.02	0.47	-10.89	-0.02	0.00	-0.46
30.005	1.03	3.94	-9.70	-0.07	0.14	-0.44
30.031	1.28	0.89	-10.49	0.18	-0.08	-0.46
30.059	3.19	1.34	-9.68	-0.03	0.10	-0.56
30.086	3.04	0.58	-8.92	-0.00	0.07	-0.42
30.113	2.20	0.20	-9.67	0.03	-0.04	-0.38
30.143	-0.26	0.58	-11.69	0.04	0.00	-0.48
30.171	1.26	1.21	-9.89	0.00	0.10	-0.52
30.197	1.69	-1.06	-8.50	0.25	-0.00	-0.51
30.225	-0.62	-0.01	-9.19	0.09	0.06	-0.55
30.258	1.44	0.97	-9.38	0.08	0.08	-0.45
30.284	1.02	-0.13	-8.53	-0.05	0.02	-0.37
30.312	1.57	0.72	-9.31	0.11	0.07	-0.44
30.340	0.69	-0.35	-9.29	-0.03	-0.03	-0.42
30.366	-0.24	1.98	-9.20	0.03	0.03	-0.57
30.394	3.47	-0.87	-7.68	0.05	-0.17	-0.35
30.420	2.59	3.53	-8.00	-0.12	-0.06	-0.48
30.448	-0.68	0.76	-10.17	-0.05	0.04	-0.05
30.476	-6.08	-0.29	-10.59	-0.17	0.00	-0.01
30.505	-3.91	1.01	-9.68	-0.07	0.03	-0.09
30.533	1.04	1.03	-10.13	0.05	0.04	-0.10
30.560	1.20	0.73	-9.71	-0.04	0.02	0.09
30.587	0.96	0.59	-9.88	0.03	-0.08	-0.11
30.614	-3.58	-2.87	-9.06	0.03	-0.11	-0.12
30.642	-4.03	1.03	-11.54	0.01	0.14	0.03
30.668	-5.57	0.28	-9.50	-0.03	0.12	-0.25
30.696	0.93	1.68	-8.78	0.09	0.14	-0.36
30.723	0.07	0.70	-10.35	0.05	0.10	-0.32
30.750	0.96	-0.18	-9.46	-0.08	0.07	-0.23
30.777	2.33	1.23	-9.69	0.05	0.01	-0.38
30.804	2.51	1.50	-10.26	0.03	0.12	-0.25
30.834	-1.49	1.78	-11.06	0.02	0.02	-0.36
30.862	0.58	1.89	-9.93	-0.09	0.07	-0.15
30.889	1.61	-0.09	-10.13	0.10	0.05	-0.33
30.916	1.99	1.08	-9.74	0.05	0.02	-0.49
30.944	1.29	1.20	-9.75	0.00	0.07	-0.34
30.970	0.91	1.08	-10.16	0.01	-0.10	-0.16
30.998	1.82	1.29	-8.55	-0.03	-0.05	-0.41
31.025	-2.63	-0.19	-9.72	0.11	0.00	-0.35
31.052	0.60	1.29	-10.63	0.07	0.07	-0.37
31.079	1.39	1.38	-10.12	0.10	-0.02	-0.39
31.107	0.49	1.31	-10.58	0.04	-0.05	-0.53
31.134	1.06	0.28	-11.38	-0.02	0.11	-0.43
31.161	0.58	1.47	-9.74	-0.03	-0.05	-0.44
31.192	0.96	1.31	-9.78	0.06	0.01	-0.43
31.218	1.98	1.27	-7.49	0.01	0.06	-0.62
31.246	0.01	1.19	-8.15	-0.01	-0.09	-0.57
31.272	-0.15	0.35	-8.06	0.08	0.07	-0.38
31.300	-1.18	1.52	-9.29	0.00	-0.02	-0.61
31.327	-0.45	0.22	-10.01	0.05	0.07	-0.62
31.354	-0.08	-0.40	-10.11	-0.07	-0.08	-0.65
31.398	-3.37	-0.45	-8.50	0.09	-0.00	-0.89
31.426	-0.15	3.31	-10.24	0.14	0.12	-0.82
31.453	-1.00	1.02	-9.14	0.06	0.07	-0.95
31.480	1.60	0.87	-10.14	0.12	0.22	-0.98
31.507	-3.39	0.17	-8.73	0.07	0.14	-0.97
31.535	0.38	6.28	-10.44	-0.11	0.01	-0.97
31.559	1.47	-1.25	-9.12	0.04	0.12	-1.29
31.587	0.14	0.23	-10.69	0.24	-0.03	-1.29
31.614	-1.34	2.16	-10.43	0.18	0.29	-1.29
31.641	-0.96	3.44	-8.91	0.12	0.26	-1.25
31.669	-0.08	4.64	-9.27	0.09	0.17	-1.34
31.695	1.52	0.70	-11.23	-0.01	-0.03	-1.30
31.723	3.63	0.84	-10.77	0.21	-0.13	-1.36
31.751	1.58	1.27	-10.03	0.13	0.13	-1.22
31.777	1.70	2.64	-9.14	0.17	0.09	-1.13
31.805	0.11	3.50	-8.00	0.05	0.16	-1.12
31.832	-0.91	2.54	-6.53	0.13	0.06	-1.26
31.859	-0.09	2.91	-11.26	-0.03	0.28	-1.44
31.889	2.43	1.51	-9.68	0.08	-0.04	-1.28
31.917	0.85	2.22	-11.66	0.22	0.03	-1.12
31.944	-2.14	-0.96	-8.25	0.20	0.22	-1.02
31.971	-0.14	4.46	-9.75	0.30	0.16	-1.13
31.998	2.34	3.38	-8.64	0.01	0.19	-1.30
32.025	4.30	1.57	-6.90	0.06	0.19	-0.74
32.053	4.53	4.14	-13.76	0.04	0.09	-0.91
32.079	4.86	-1.85	-10.19	0.12	0.14	-0.60
32.107	3.14	0.41	-9.44	-0.03	0.01	-0.58
32.135	4.91	1.37	-9.44	0.03	0.13	-0.59
32.161	5.57	1.53	-9.27	-0.04	0.03	-0.32
32.189	5.49	1.68	-9.29	-0.00	0.01	-0.26
32.216	5.75	1.38	-9.09	0.04	0.04	-0.26
32.245	5.63	1.76	-9.14	-0.04	0.08	0.04
32.273	5.57	2.22	-9.51	-0.03	-0.00	0.09
32.300	0.01	-1.08	-9.46	0.06	-0.09	-0.12
32.327	0.62	0.85	-10.06	0.02	-0.04	-0.08
32.355	0.94	1.51	-9.87	0.02	-0.04	0.07
32.381	0.57	0.11	-9.82	0.02	0.04	0.07
32.408	0.67	0.98	-9.77	0.07	0.03	-0.13
32.436	0.70	0.89	-9.73	-0.07	-0.04	-0.07
32.462	0.53	0.55	-9.86	-0.03	0.06	0.10
32.496	0.69	0.88	-9.74	0.06	-0.01	-0.08
32.523	0.68	0.68	-9.73	0.04	-0.04	-0.00
32.550	0.60	1.67	-9.90	0.04	0.01	-0.08
32.577	0.93	1.16	-9.88	-0.01	-0.01	-0.06
32.607	0.87	-0.06	-9.37	-0.09	-0.04	0.04
32.634	4.19	0.85	-9.91	-0.00	0.10	0.07
32.661	2.00	1.02	-8.49	0.04	-0.03	-0.10
32.689	1.84	1.39	-9.60	-0.04	0.02	-0.07
32.715	0.99	1.64	-9.45	0.11	0.00	0.00
32.743	0.14	0.11	-9.70	0.11	0.04	0.13
32.770	0.60	0.78	-9.63	0.00	0.06	0.09
32.797	0.93	-0.32	-10.49	-0.03	-0.02	0.10
32.824	3.54	0.92	-10.53	0.02	0.00	0.02
32.851	3.73	1.13	-10.11	0.01	0.14	0.01
32.878	1.25	0.88	-9.24	0.01	0.05	-0.06
32.906	1.45	2.08	-9.56	-0.03	-0.03	0.08
32.932	0.60	1.20	-10.78	-0.01	0.00	0.17
32.962	1.46	0.85	-10.62	0.03	-0.12	-0.02
32.990	1.52	0.54	-9.07	0.04	0.03	-0.00
33.017	0.88	1.64	-11.33	-0.01	-0.11	-0.03
33.044	6.59	-1.18	-5.92	-0.02	0.14	0.10
33.072	1.91	1.66	-9.98	0.03	-0.08	-0.18
33.098	8.43	2.49	-6.97	0.15	0.06	-0.16
33.126	3.86	-3.33	-11.56	-0.03	0.01	-0.12
33.153	2.78	0.29	-8.23	0.03	0.04	0.03
33.180	2.53	1.36	-10.21	-0.06	-0.00	-0.00
33.207	1.31	0.55	-7.69	-0.07	-0.01	-0.04
33.234	-0.42	-0.75	-10.20	-0.05	-0.14	0.11
33.262	2.13	-0.24	-9.52	-0.09	-0.02	0.10
33.292	1.74	2.11	-8.51	-0.03	0.08	0.10
33.319	0.07	3.39	-10.44	0.02	-0.09	-0.10
33.346	2.10	-1.05	-10.59	0.16	-0.17	0.10
33.374	1.02	2.36	-9.81	-0.06	0.07	-0.06
33.400	1.29	-0.98	-8.75	0.12	-0.14	0.00
33.428	1.18	2.08	-10.08	-0.06	0.00	-0.19
33.455	1.27	-1.64	-10.01	0.00	-0.00	0.01
33.482	1.57	0.92	-9.40	-0.01	0.12	0.23
33.509	-0.08	2.51	-8.45	0.02	0.02	0.04
33.537	2.69	-1.06	-7.87	-0.06	0.11	-0.04
33.563	4.26	3.89	-9.24	0.07	-0.01	0.07
33.591	2.25	2.11	-8.76	-0.06	-0.00	0.04
33.635	0.88	-0.89	-9.60	-0.06	0.06	-0.01
33.665	0.99	1.86	-9.86	0.09	-0.05	0.13
33.692	2.96	3.09	-9.69	0.04	-0.05	0.29
33.719	6.21	2.17	-9.78	-0.20	0.07	0.03
33.746	-1.66	0.13	-9.80	-0.01	-0.01	0.15
33.773	1.95	-2.91	-9.37	-0.09	0.03	-0.11
33.801	1.65	-1.85	-11.03	0.03	-0.06	-0.05
33.827	1.57	-2.58	-8.43	-0.14	-0.10	-0.11
33.855	4.05	3.43	-9.99	0.16	0.07	-0.28
33.882	5.83	-3.51	-9.06	0.20	-0.10	-0.23
33.909	-1.16	2.08	-11.84	0.09	0.10	-0.29
33.937	2.97	1.22	-8.14	-0.18	-0.04	0.06
33.964	3.63	3.58	-10.92	-0.03	0.14	0.21
33.991	-4.90	-2.41	-9.68	0.01	-0.08	0.44
34.021	3.79	4.28	-12.01	-0.16	-0.03	0.26
34.049	-0.09	-0.48	-5.80	0.25	-0.04	0.11
34.075	4.78	1.15	-10.47	-0.03	-0.26	-0.04
34.103	0.32	-0.22	-7.83	0.07	0.20	0.02
34.129	3.49	1.88	-11.24	0.07	-0.05	0.02
34.157	-0.67	-5.20	-7.52	-0.12	0.14	0.09
34.185	3.31	4.31	-13.72	-0.03	-0.16	-0.19
34.211	1.77	2.19	-7.02	-0.09	0.01	0.01
34.239	4.12	1.25	-10.75	0.06	-0.11	0.07
34.266	-0.40	4.88	-9.51	0.00	0.12	0.05
34.293	1.22	-1.13	-7.62	0.05	-0.14	-0.09
34.320	-2.19	-3.13	-12.58	-0.19	0.35	0.07
34.348	-1.29	2.57	-7.91	0.12	-0.04	0.15
34.372	4.25	4.11	-12.20	0.33	0.04	0.03
34.400	-5.56	-3.57	-6.57	-0.00	-0.34	-0.01
34.427	5.14	1.77	-11.37	-0.13	0.14	0.12
34.454	3.55	1.60	-7.76	0.01	-0.10	0.12
34.482	0.68	-2.41	-8.88	0.06	-0.07	0.05
34.508	-2.59	0.75	-10.39	0.08	0.02	-0.23
34.536	0.26	0.84	-11.04	-0.17	0.12	-0.09
34.563	0.22	-0.85	-6.81	0.05	-0.14	0.20
34.590	-3.61	0.56	-14.70	-0.01	0.08	0.02
34.617	3.36	0.68	-11.59	-0.07	-0.06	-0.16
34.644	0.98	0.99	-10.67	0.02	-0.02	0.02
34.672	-0.01	-0.30	-37.37	-0.06	-0.04	-0.10
34.702	1.94	2.86	-9.36	0.05	-0.11	0.19
34.735	4.16	-1.98	-11.41	-0.16	0.01	0.01
34.762	2.32	-0.62	-5.11	-0.03	-0.03	0.09
34.790	2.10	-0.48	-8.58	0.20	-0.24	-0.00
34.817	0.19	1.61	-11.03	0.07	0.20	-0.19
34.844	-1.25	-0.79	-11.56	0.02	0.19	-0.09
34.871	-4.96	-1.75	-8.55	-0.20	0.10	-0.02
34.898	3.74	5.48	-13.42	-0.12	0.02	-0.27
34.926	-0.04	-0.91	-8.68	0.09	0.07	0.06
34.953	3.03	-0.05	-9.19	-0.11	-0.13	0.20
34.980	0.60	6.54	-9.62	-0.03	0.13	-0.07
35.007	0.93	-2.33	-7.43	0.00	-0.14	0.07
35.035	0.19	-0.85	-11.51	-0.14	-0.04	-0.04
35.064	3.94	2.06	-7.10	0.08	-0.14	0.00
35.092	3.20	-2.51	-7.61	0.01	-0.13	0.06
35.119	3.27	6.72	-10.82	0.03	0.14	0.25
35.146	3.99	-5.24	-9.39	-0.04	0.02	0.67
35.174	-0.79	9.87	-10.52	-0.16	0.05	0.33
35.201	1.79	-1.75	-7.08	0.17	-0.23	0.39
35.228	2.81	-0.18	-12.21	-0.11	0.33	0.17
35.255	-6.44	-0.13	-12.48	0.05	0.01	0.19
35.282	3.35	2.11	-12.81	-0.08	-0.04	-0.07
35.310	5.82	-1.02	-6.28	0.04	-0.05	-0.22
35.337	6.91	4.14	-11.54	-0.12	0.35	-0.24
35.364	-7.25	-0.75	-6.43	0.12	0.09	-0.09
35.394	2.49	0.86	-10.56	-0.14	-0.17	-0.10
35.422	-0.07	1.62	-7.89	0.00	-0.03	0.13
35.449	-1.51	-0.27	-8.66	0.14	-0.03	0.16
35.476	-3.33	2.60	-13.10	-0.07	-0.07	0.22
35.504	-1.29	-4.42	-8.65	0.04	-0.19	-0.09
35.530	5.98	1.20	-7.41	-0.25	0.06	0.08
35.558	5.83	2.24	-10.77	0.05	0.07	-0.26
35.585	4.25	0.04	-13.25	0.16	0.23	-0.05
35.612	-3.05	-1.70	-11.88	0.02	0.01	-0.09
35.640	3.92	-3.07	-6.89	-0.22	-0.13	0.33
35.666	5.59	1.65	-8.71	-0.16	-0.24	0.27
35.694	13.50	4.66	-7.66	0.17	-0.16	0.33
35.722	0.83	-1.28	-1.82	-0.28	-0.10	-0.19
35.751	-1.60	1.95	-9.96	0.11	0.27	-0.04
35.779	4.15	1.13	-12.58	-0.29	-0.14	-0.13
35.806	7.94	1.36	-11.31	0.15	0.10	-0.31
35.833	3.86	3.48	-8.96	-0.02	-0.02	-0.14
35.860	-1.44	-2.68	-6.51	0.04	0.07	-0.10
35.888	-2.00	-1.01	-9.81	-0.26	0.15	0.08
35.915	4.14	1.10	-6.44	0.02	-0.05	0.01
35.942	-1.20	4.58	-8.02	0.07	-0.08	0.05
35.970	0.68	-6.20	-9.69	0.09	0.05	-0.07
35.996	3.62	8.96	-7.42	-0.35	0.14	-0.02
36.024	-8.20	0.17	-8.70	0.33	-0.07	0.08
36.050	3.78	-0.75	-11.41	-0.01	0.08	-0.06
36.081	-0.19	-0.30	-9.45	0.03	0.13	0.00
36.108	0.55	1.23	-12.45	0.04	0.02	0.18
36.135	7.18	7.63	-6.57	-0.12	0.21	0.03
36.162	-4.90	-4.88	-15.46	0.16	0.07	-0.11
36.190	1.37	2.20	-10.83	-0.07	0.02	0.11
36.216	1.39	1.03	-14.67	0.09	-0.24	0.23
36.244	5.27	0.51	-12.40	-0.13	-0.06	0.15
36.272	-12.09	7.71	-6.42	0.17	-0.07	0.09
36.298	-0.79	-3.29	-11.60	0.07	0.09	0.11
36.326	0.52	1.31	-14.11	0.02	-0.02	0.07
36.354	-1.84	4.91	-8.69	0.01	0.12	-0.11
36.380	-5.34	7.44	-12.58	0.08	0.00	-0.17
36.408	-0.98	-4.00	-9.85	-0.31	0.07	-0.11
36.438	-1.74	-2.05	-8.86	0.16	0.02	-0.11
36.465	-7.62	-2.63	-9.96	-0.23	-0.05	-0.21
36.493	-2.89	0.73	-13.41	0.15	0.00	-0.07
36.519	-5.74	0.75	-10.42	0.00	0.10	0.02
36.547	-6.26	-2.04	-11.38	0.00	-0.16	0.19
36.574	-3.10	4.30	-5.96	0.07	0.03	0.12
36.601	-5.71	-0.16	-15.51	0.03	-0.10	0.08
36.628	-3.37	-1.54	-8.32	0.00	-0.07	0.10
36.656	-3.38	5.22	-8.68	-0.03	-0.16	0.14
36.683	-3.93	-1.23	-10.89	-0.15	-0.01	0.07
36.710	-3.97	0.95	-9.42	-0.03	-0.08	0.12
36.738	-3.86	-0.03	-10.52	0.04	-0.00	0.15
36.767	-3.22	1.58	-9.63	-0.06	-0.07	0.03
36.795	-3.63	0.98	-10.53	0.07	-0.06	0.01
36.823	-4.50	0.94	-10.11	0.04	0.04	0.16
36.849	-4.56	0.37	-10.44	0.03	0.04	-0.10
36.877	-4.12	0.91	-10.32	0.11	-0.10	0.00
36.903	-3.90	1.10	-10.20	-0.12	-0.01	0.07
36.931	-3.83	0.98	-10.29	-0.01	-0.03	0.10
36.975	0.90	0.96	-9.91	-0.03	-0.13	0.05
37.002	1.21	1.24	-9.68	0.02	-0.06	-0.05
37.029	1.14	0.52	-9.88	-0.03	0.06	0.02
37.056	5.67	4.51	-12.10	0.13	-0.14	0.06
37.084	-2.06	2.23	-6.69	0.05	0.18	0.07
37.111	-3.09	3.31	-10.51	-0.02	-0.02	-0.03
37.141	-4.35	-0.65	-10.12	-0.08	0.02	-0.09
37.169	-2.66	1.29	-8.90	-0.07	-0.04	-0.05
37.195	-0.37	-1.75	-13.35	-0.10	-0.07	0.16
37.223	-6.25	-0.42	-12.56	0.39	0.06	0.11
37.251	-0.57	2.42	-10.65	-0.12	0.00	0.15
37.277	-4.45	-2.29	-7.30	-0.10	0.05	0.08
37.305	-3.55	-1.47	-13.72	-0.06	-0.03	-0.00
37.332	-8.15	4.57	-10.28	0.26	0.00	-0.16
37.359	4.71	0.54	-12.10	0.01	0.20	-0.07
37.387	-6.06	-1.66	-11.89	0.06	0.12	-0.07
37.414	-0.20	2.19	-10.90	0.02	-0.01	-0.09
37.441	-8.94	1.45	-4.14	-0.01	0.17	-0.13
37.472	-4.28	0.94	-7.46	-0.09	-0.14	0.01
37.498	3.07	-0.02	-9.70	-0.22	0.11	-0.05
37.526	-1.27	3.96	-6.36	0.37	0.06	0.36
37.553	2.61	0.64	-10.18	-0.24	0.09	-0.09
37.580	3.46	1.42	-9.29	0.11	0.19	0.20
37.607	-1.13	0.60	-12.58	-0.02	-0.26	0.16
37.635	0.68	2.18	-8.54	0.05	0.07	0.26
37.662	0.46	7.13	-10.12	0.02	0.26	0.27
37.689	-0.70	-0.93	-8.43	0.15	-0.12	-0.02
37.716	5.22	-2.73	-9.46	-0.05	-0.19	0.09
